-2.4595,-2.13
-2.357,-2.0412
-2.2546,-1.9525
-2.1521,-1.8638
-2.0496,-1.775
-1.9471,-1.6862
-1.8446,-1.5975
-1.7422,-1.5088
-1.6397,-1.42
-1.5372,-1.3312
-1.4347,-1.2425
-1.3322,-1.1538
-1.2298,-1.065
-1.1273,-0.97625
-1.0248,-0.8875
-0.92232,-0.79875
-0.81984,-0.71
-0.71736,-0.62125
-0.61488,-0.5325
-0.5124,-0.44375
-0.40992,-0.355
-0.30744,-0.26625
-0.20496,-0.1775
-0.10248,-0.08875
0,0
0.10248,0.08875
0.20496,0.1775
0.30744,0.26625
0.40992,0.355
0.5124,0.44375
0.61488,0.5325
0.71736,0.62125
0.81984,0.71
0.92232,0.79875
1.0248,0.8875
1.1273,0.97625
1.2298,1.065
1.3322,1.1537
1.4347,1.2425
1.5372,1.3312
1.6397,1.42
1.7422,1.5087
1.8446,1.5975
1.9471,1.6862
2.0496,1.775
2.1521,1.8637
2.2546,1.9525
2.357,2.0412
