0.0	NaN
0.01	1.8908570271627307e26
0.02	1.846540065587751e23
0.03	3.202182978801734e21
0.04	1.8032617827472123e20
0.05	1.936237595592758e19
0.06	3.1271318141827215e18
0.07	6.693885684586752e17
0.08	1.7609978313812202e17
0.09	5.4229249713586984e16
0.1	1.890857013294681e16
0.11	7.290072286211979e15
0.12	3.0538395964536515e15
0.13	1.3715926635084385e15
0.14	6.536997383497839e14
0.15	3.2790350963735125e14
0.16	1.7197242364048188e14
0.17	9.379277844046797e13
0.18	5.295823866914584e13
0.19	3.084057968419041e13
0.2	1.846539198834845e13
0.21	1.1336147063784033e13
0.22	7.119205389459716e12
0.23	4.564359678854914e12
0.24	2.982261116276633e12
0.25	1.9827037478907595e12
0.26	1.339442973129488e12
0.27	9.183744997442635e11
0.28	6.383764297546443e11
0.29	4.494452741600036e11
0.3	3.2021658577567377e11
0.31	2.306953956132138e11
0.32	1.6794051806513437e11
0.33	1.2345684650932797e11
0.34	9.159348864341505e10
0.35	6.854446531702347e10
0.36	5.171621718290331e10
0.37	3.932178992969222e10
0.38	3.0117098898490627e10
0.39	2.322744356023774e10
0.4	1.803207610690781e10
0.41	1.4086561453589966e10
0.42	1.1070017405358517e10
0.43	8.74891104048188e9
0.44	6.951984791633616e9
0.45	5.552736998496149e9
0.46	4.457077607624947e9
0.47	3.5945603282528934e9
0.48	2.9121072066678524e9
0.49	2.369484115547177e9
0.5	1.9360157068496292e9
0.51	1.5881842287754877e9
0.52	1.3078630704485433e9
0.53	1.081009203526452e9
0.54	8.966895507527947e8
0.55	7.463518586588019e8
0.56	6.23275671084362e8
0.57	5.221567291488032e8
0.58	4.3879076804834443e8
0.59	3.698317562027317e8
0.6	3.126061748870557e8
0.61	2.6496969530370507e8
0.62	2.251960855605274e8
0.63	1.9189073206918067e8
0.64	1.639230436558742e8
0.65	1.4037340422096983e8
0.66	1.2049138167951025e8
0.67	1.0366268135017087e8
0.68	8.938291923118214e7
0.69	7.723673448305565e7
0.7	6.688109738545268e7
0.71	5.803192587888154e7
0.72	5.045332037802778e7
0.73	4.394887758563482e7
0.74	3.835466053441586e7
0.75	3.3533492272963364e7
0.76	2.9370310683584277e7
0.77	2.576837655318852e7
0.78	2.264616975955322e7
0.79	1.9934841983868442e7
0.8	1.757612077854448e7
0.81	1.5520580687723756e7
0.82	1.372621365304389e7
0.83	1.2157244077834051e7
0.84	1.0783144396290481e7
0.85	9.577815365319885e6
0.86	8.518902006111683e6
0.87	7.587221514478831e6
0.88	6.766283803664926e6
0.89	6.0418888530725e6
0.9	5.401787878772749e6
0.91	4.83539764924173e6
0.92	4.333559147645907e6
0.93	3.8883333137612925e6
