0,0
0.01,0
0.02,0
0.03,0
0.04,0
0.05,0
0.06,0
0.07,0
0.08,0
0.09,0
0.1,0
0.11,0
0.12,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0
0.19,0
0.2,0
0.21,0
0.22,0
0.23,0
0.24,0
0.25,0
0.26,0
0.27,0
0.28,0
0.29,0
0.3,0
0.31,0
0.32,0
0.33,0
0.34,0
0.35,0
0.36,0
0.37,0
0.38,0
0.39,0
0.4,0
0.41,0
0.42,0
0.43,0
0.44,0
0.45,0
0.46,0
0.47,0
0.48,0
0.49,0
0.5,0
0.51,0
0.52,0
0.53,0
0.54,0
0.55,0
0.56,0
0.57,0
0.58,0
0.59,0
0.6,0
0.61,0
0.62,0
0.63,0
0.64,0
0.65,0
0.66,0
0.67,0
0.68,0
0.69,0
0.7,0
0.71,0
0.72,0
0.73,0
0.74,0
0.75,0
0.76,0
0.77,0
0.78,0
0.79,0
0.8,0
0.81,0
0.82,0
0.83,0
0.84,0
0.85,0
0.86,0
0.87,0
0.88,0
0.89,0
0.9,0
0.91,0
0.92,0
0.93,0
0.94,0
0.95,0
0.96,0
0.97,0
0.98,0
0.99,0
1,0
1.01,0
1.02,0
1.03,0
1.04,0
1.05,0
1.06,0
1.07,0
1.08,0
1.09,0
1.1,0
1.11,0
1.12,0
1.13,0
1.14,0
1.15,0
1.16,0
1.17,0
1.18,0
1.19,0
1.2,0
1.21,0
1.22,0
1.23,0
1.24,0
1.25,0
1.26,0
1.27,0
1.28,0
1.29,0
1.3,0
1.31,0
1.32,0
1.33,0
1.34,0
1.35,0
1.36,0
1.37,0
1.38,0
1.39,0
1.4,0
1.41,0
1.42,0
1.43,0
1.44,0
1.45,0
1.46,0
1.47,0
1.48,0
1.49,0
1.5,0
1.51,0
1.52,0
1.53,0
1.54,0
1.55,0
1.56,0
1.57,0
1.58,0
1.59,0
1.6,0
1.61,0
1.62,0
1.63,0
1.64,0
1.65,0
1.66,0
1.67,0
1.68,0
1.69,0
1.7,0
1.71,0
1.72,0
1.73,0
1.74,0
1.75,0
1.76,0.77258
1.77,5.745e+07
1.78,1.1576e+08
1.79,1.758e+08
1.8,2.3847e+08
1.81,3.047e+08
1.82,3.7549e+08
1.83,4.519e+08
1.84,5.3506e+08
1.85,6.2623e+08
1.86,7.2676e+08
1.87,8.3816e+08
1.88,9.621e+08
1.89,1.1004e+09
1.9,1.2552e+09
1.91,1.4287e+09
1.92,1.6237e+09
1.93,1.8429e+09
1.94,2.0896e+09
1.95,2.3676e+09
1.96,2.681e+09
1.97,3.0345e+09
1.98,3.4334e+09
1.99,3.8836e+09
2,4.3919e+09
2.01,4.9659e+09
2.02,5.6142e+09
2.03,6.3464e+09
2.04,7.1735e+09
2.05,8.1079e+09
2.06,9.1635e+09
2.07,1.0356e+10
2.08,1.1704e+10
2.09,1.3226e+10
2.1,1.4947e+10
2.11,1.689e+10
2.12,1.9087e+10
2.13,2.1569e+10
2.14,2.4373e+10
2.15,2.7542e+10
2.16,3.1123e+10
2.17,3.5169e+10
2.18,3.9741e+10
2.19,4.4908e+10
2.2,5.0746e+10
2.21,5.7343e+10
2.22,6.4797e+10
2.23,7.3221e+10
2.24,8.2739e+10
2.25,9.3495e+10
2.26,1.0565e+11
2.27,1.1938e+11
2.28,1.3486e+11
2.29,1.5214e+11
2.3,1.7128e+11
2.31,1.9231e+11
2.32,2.1525e+11
2.33,2.4011e+11
2.34,2.6688e+11
2.35,2.9555e+11
2.36,3.2607e+11
2.37,3.5838e+11
2.38,3.9242e+11
2.39,4.2808e+11
2.4,4.6524e+11
2.41,5.0379e+11
2.42,5.4356e+11
2.43,5.8438e+11
2.44,6.2609e+11
2.45,6.6848e+11
2.46,7.1134e+11
2.47,7.5447e+11
2.48,7.9763e+11
2.49,8.406e+11
2.5,8.8314e+11
2.51,9.2504e+11
2.52,9.6606e+11
2.53,1.006e+12
2.54,1.0446e+12
2.55,1.0816e+12
2.56,1.117e+12
2.57,1.1504e+12
2.58,1.1817e+12
2.59,1.2108e+12
2.6,1.2376e+12
2.61,1.2618e+12
2.62,1.2835e+12
2.63,1.3024e+12
2.64,1.3187e+12
2.65,1.3321e+12
2.66,1.3427e+12
2.67,1.3505e+12
2.68,1.3555e+12
2.69,1.3577e+12
2.7,1.3572e+12
2.71,1.354e+12
2.72,1.3481e+12
2.73,1.3398e+12
2.74,1.329e+12
2.75,1.316e+12
2.76,1.3007e+12
2.77,1.2834e+12
2.78,1.2641e+12
2.79,1.243e+12
2.8,1.2203e+12
2.81,1.1961e+12
2.82,1.1704e+12
2.83,1.1436e+12
2.84,1.1157e+12
2.85,1.0868e+12
2.86,1.0571e+12
2.87,1.0268e+12
2.88,9.9594e+11
2.89,9.6467e+11
2.9,9.3312e+11
2.91,9.014e+11
2.92,8.6963e+11
2.93,8.3791e+11
2.94,8.0633e+11
2.95,7.7499e+11
2.96,7.4397e+11
2.97,7.1334e+11
2.98,6.8318e+11
2.99,6.5355e+11
3,6.245e+11
3.01,5.9609e+11
3.02,5.6835e+11
3.03,5.4133e+11
3.04,5.1506e+11
3.05,4.8956e+11
3.06,4.6486e+11
3.07,4.4097e+11
3.08,4.179e+11
3.09,3.9566e+11
3.1,3.7425e+11
3.11,3.5368e+11
3.12,3.3394e+11
3.13,3.1502e+11
3.14,2.9691e+11
3.15,2.796e+11
3.16,2.6308e+11
3.17,2.4733e+11
3.18,2.3234e+11
3.19,2.1808e+11
3.2,2.0453e+11
3.21,1.9168e+11
3.22,1.795e+11
3.23,1.6797e+11
3.24,1.5706e+11
3.25,1.4676e+11
3.26,1.3703e+11
3.27,1.2786e+11
3.28,1.1922e+11
3.29,1.1109e+11
3.3,1.0345e+11
3.31,9.6264e+10
3.32,8.9524e+10
3.33,8.3203e+10
3.34,7.728e+10
3.35,7.1735e+10
3.36,6.6548e+10
3.37,6.1699e+10
3.38,5.717e+10
3.39,5.2944e+10
3.4,4.9002e+10
3.41,4.5328e+10
3.42,4.1907e+10
3.43,3.8723e+10
3.44,3.5762e+10
3.45,3.301e+10
3.46,3.0455e+10
3.47,2.8083e+10
3.48,2.5883e+10
3.49,2.3843e+10
3.5,2.1954e+10
3.51,2.0205e+10
3.52,1.8586e+10
3.53,1.7089e+10
3.54,1.5706e+10
3.55,1.4428e+10
3.56,1.3248e+10
3.57,1.216e+10
3.58,1.1156e+10
3.59,1.023e+10
3.6,9.378e+09
3.61,8.593e+09
3.62,7.8706e+09
3.63,7.2061e+09
3.64,6.5951e+09
3.65,6.0336e+09
3.66,5.5178e+09
3.67,5.0442e+09
3.68,4.6095e+09
3.69,4.2108e+09
3.7,3.8452e+09
3.71,3.5101e+09
3.72,3.203e+09
3.73,2.9219e+09
3.74,2.6645e+09
3.75,2.429e+09
3.76,2.2135e+09
3.77,2.0165e+09
3.78,1.8365e+09
3.79,1.672e+09
3.8,1.5218e+09
3.81,1.3846e+09
3.82,1.2594e+09
3.83,1.1452e+09
3.84,1.0411e+09
3.85,9.4614e+08
3.86,8.596e+08
3.87,7.8075e+08
3.88,7.0894e+08
3.89,6.4356e+08
3.9,5.8405e+08
3.91,5.299e+08
3.92,4.8064e+08
3.93,4.3585e+08
3.94,3.9514e+08
3.95,3.5813e+08
3.96,3.2451e+08
3.97,2.9398e+08
3.98,2.6625e+08
3.99,2.4108e+08
4,2.1824e+08
4.01,1.9751e+08
4.02,1.7871e+08
